Crop,Nitrogen,Phosphorus,Potassium,pH,Temperature,Humidity,Rainfall,Irrigation,Yield_Tonnes_Per_Hectare
Tomato,133.0,71.8,100.7,6.71,21.5,53.9,1005.7,Sprinkler,19.7
Tomato,121.0,88.6,101.9,5.8,32.0,62.2,459.3,Drip,20.98
Tomato,164.4,63.8,99.8,6.82,33.6,62.5,1048.6,Drip,19.99
Tomato,137.3,92.3,53.5,5.84,17.3,73.7,794.1,Rainfed,13.37
Tomato,116.7,84.7,82.6,6.42,24.2,22.5,100.4,Rainfed,10.82
Tomato,96.2,54.9,102.1,6.8,36.5,79.4,508.0,Drip,20.07
Tomato,77.8,87.1,128.4,6.02,22.2,72.4,849.5,Flood,16.9
Tomato,111.4,92.6,135.0,6.11,17.3,67.1,994.6,Drip,19.13
Tomato,114.3,70.0,115.4,6.76,33.3,63.3,749.9,Flood,18.15
Tomato,121.2,84.3,125.9,6.45,25.6,89.0,390.6,Sprinkler,19.93
Tomato,154.0,44.5,55.2,7.06,22.7,73.0,554.6,Drip,21.16
Tomato,100.2,69.8,116.0,6.7,27.0,68.8,593.8,Drip,24.31
Tomato,121.5,81.8,69.3,7.25,31.6,62.8,754.4,Sprinkler,19.09
Tomato,164.0,87.6,109.5,6.64,17.5,54.3,575.3,Drip,21.12
Tomato,155.0,92.1,69.8,6.51,21.7,88.8,991.3,Drip,21.01
Tomato,127.3,59.5,122.7,7.17,29.0,77.6,754.1,Drip,22.15
Tomato,94.4,64.0,97.4,6.23,20.1,27.3,54.2,Rainfed,10.12
Tomato,101.3,50.1,111.8,7.22,16.4,59.3,1040.6,Sprinkler,16.98
Tomato,124.1,56.5,64.2,6.66,24.6,23.0,158.6,Rainfed,11.12
Tomato,101.5,90.6,130.4,6.25,30.0,76.1,1072.6,Drip,19.32
Tomato,110.9,58.9,111.3,6.76,21.5,55.3,588.5,Sprinkler,21.15
Tomato,110.8,45.5,91.4,7.21,19.2,55.8,699.7,Sprinkler,20.54
Tomato,142.5,67.9,76.0,6.67,31.9,85.1,680.8,Drip,23.15
Tomato,140.6,60.6,81.5,6.97,19.7,68.8,505.1,Rainfed,14.75
Tomato,152.9,83.8,95.3,7.19,20.1,83.2,559.0,Sprinkler,19.41
Tomato,102.7,61.8,102.4,6.82,29.2,60.5,608.5,Rainfed,16.05
Tomato,142.6,42.5,56.2,6.48,33.2,85.6,1075.7,Sprinkler,16.61
Tomato,105.0,67.1,87.3,6.36,31.9,78.0,761.6,Rainfed,16.01
Tomato,116.1,73.0,55.1,6.21,22.6,75.0,694.2,Sprinkler,21.92
Tomato,80.6,58.3,65.9,6.04,25.1,79.6,556.4,Flood,17.9
Tomato,87.7,87.9,65.4,6.94,23.6,87.1,694.4,Drip,23.14
Tomato,152.9,82.0,135.1,7.22,25.5,58.3,362.7,Rainfed,10.45
Tomato,146.5,77.8,124.3,5.84,32.1,65.7,706.1,Sprinkler,19.15
Tomato,133.9,85.8,96.7,6.93,22.1,87.5,406.5,Sprinkler,19.73
Tomato,166.4,43.3,85.0,7.11,19.4,82.6,979.0,Flood,15.43
Tomato,101.0,51.5,111.4,6.63,37.0,63.7,695.1,Flood,16.73
Tomato,158.5,56.2,95.2,6.87,26.2,64.6,822.4,Drip,22.56
Tomato,127.6,43.8,95.2,6.88,29.7,54.5,1073.2,Sprinkler,17.86
Tomato,161.1,74.3,108.5,6.34,23.0,61.4,868.1,Sprinkler,19.54
Tomato,113.0,87.6,118.8,5.01,31.9,63.0,829.3,Rainfed,13.71
Tomato,142.6,88.7,69.0,6.82,26.4,87.7,527.3,Drip,23.38
Tomato,147.6,59.8,100.7,5.81,33.3,54.4,408.7,Drip,18.83
Tomato,162.8,58.4,105.7,5.78,23.0,61.7,524.6,Sprinkler,18.94
Tomato,140.7,85.7,60.3,6.89,38.3,72.2,661.1,Flood,17.44
Tomato,129.3,77.8,80.5,6.38,29.0,21.3,148.7,Rainfed,10.63
Tomato,126.6,98.0,92.2,6.02,22.5,86.2,1075.5,Sprinkler,18.25
Tomato,131.4,80.9,123.7,6.98,20.7,65.8,964.7,Sprinkler,18.52
Tomato,129.6,86.3,74.1,6.65,25.5,81.2,472.7,Rainfed,15.31
Tomato,136.9,56.7,108.7,4.01,25.4,70.5,730.7,Flood,16.86
Tomato,107.1,65.9,89.3,6.46,28.0,80.7,597.0,Rainfed,16.54
Tomato,103.2,58.3,110.0,6.78,19.0,85.4,849.6,Sprinkler,19.65
Tomato,87.3,71.1,65.7,5.77,22.1,56.0,816.1,Flood,17.42
Tomato,157.0,86.7,72.5,7.0,20.4,58.6,753.9,Flood,16.49
Tomato,16.7,28.7,12.7,6.6,20.3,65.0,570.1,Sprinkler,16.0
Tomato,104.0,63.2,95.9,6.0,30.5,55.8,706.3,Flood,18.15
Tomato,111.2,71.5,124.8,7.48,27.4,81.7,370.4,Flood,17.01
Tomato,125.7,60.0,125.1,6.77,26.4,76.4,976.3,Flood,18.46
Tomato,120.4,85.3,62.4,4.78,24.7,59.6,784.5,Drip,19.97
Tomato,149.5,61.5,112.1,6.59,21.8,66.5,1004.7,Sprinkler,20.63
Tomato,110.3,55.6,98.4,5.97,30.7,59.0,790.6,Drip,21.61
Tomato,150.3,86.0,123.0,5.88,28.2,60.6,925.8,Rainfed,14.13
Tomato,87.5,65.0,82.7,5.92,17.8,65.4,1074.3,Sprinkler,17.05
Tomato,168.3,78.4,56.7,6.59,33.9,65.5,787.6,Drip,22.12
Tomato,112.0,74.8,115.5,6.69,26.9,74.3,725.6,Rainfed,16.55
Tomato,124.5,62.7,91.4,4.59,21.5,63.8,793.1,Drip,19.72
Tomato,159.1,67.7,104.3,6.86,29.5,70.8,727.4,Sprinkler,19.91
Tomato,102.4,76.0,82.3,6.67,23.3,83.5,412.7,Sprinkler,21.5
Tomato,113.3,68.2,120.6,6.21,31.7,85.9,828.4,Flood,18.21
Tomato,103.6,51.9,76.0,6.81,19.3,86.4,655.9,Flood,20.13
Tomato,105.5,69.6,116.8,6.47,27.0,67.8,471.1,Rainfed,15.38
Tomato,148.8,65.6,106.7,5.9,28.6,82.9,951.7,Drip,20.51
Tomato,126.6,101.5,131.1,6.35,30.0,86.9,547.9,Flood,17.08
Tomato,19.9,8.8,25.0,6.71,18.1,63.5,739.6,Drip,16.72
Tomato,163.8,73.6,113.5,7.35,27.6,77.0,879.4,Drip,21.26
Tomato,162.6,80.3,87.8,6.82,23.2,83.5,707.3,Rainfed,16.27
Tomato,139.9,103.4,63.8,7.03,18.5,83.6,789.4,Rainfed,14.49
Tomato,92.7,50.4,100.1,5.79,31.7,82.3,925.5,Drip,18.87
Tomato,110.5,63.8,68.1,4.81,27.1,58.0,660.3,Flood,17.61
Tomato,93.5,58.4,131.2,7.37,24.0,51.9,580.7,Drip,22.64
Tomato,107.0,93.1,51.3,6.86,28.0,76.4,734.8,Sprinkler,20.69
Tomato,140.3,73.0,117.4,6.52,20.5,69.2,646.4,Rainfed,16.51
Tomato,154.1,82.5,67.1,7.02,26.7,73.1,848.3,Sprinkler,20.99
Tomato,98.2,72.8,90.9,5.77,31.0,65.1,412.3,Sprinkler,18.25
Tomato,108.2,80.2,88.4,5.08,29.2,82.0,546.4,Drip,20.25
Tomato,157.2,97.6,133.2,7.28,29.2,51.0,586.8,Drip,20.53
Tomato,111.2,77.3,71.1,6.46,23.3,25.9,163.9,Rainfed,10.2
Tomato,95.2,76.8,109.3,6.8,23.9,63.7,634.3,Rainfed,16.95
Tomato,140.4,99.1,57.1,7.42,32.4,54.7,492.2,Drip,18.52
Tomato,13.3,13.3,20.4,6.07,19.2,62.9,615.2,Rainfed,11.79
Tomato,170.6,51.0,112.7,6.45,32.5,66.3,681.1,Drip,20.74
Tomato,149.1,83.4,60.9,6.74,21.6,58.1,767.5,Rainfed,14.51
Tomato,98.7,64.4,84.1,6.39,31.7,81.4,842.8,Rainfed,15.5
Tomato,156.4,73.1,65.0,7.3,24.8,88.7,543.5,Rainfed,15.14
Tomato,125.6,77.7,103.2,4.57,19.1,69.9,600.6,Rainfed,14.58
Tomato,155.9,68.0,66.3,6.33,20.4,59.1,563.4,Drip,22.32
Tomato,132.2,82.1,80.9,7.09,18.3,72.8,558.3,Sprinkler,20.42
Tomato,147.8,53.2,74.9,7.35,23.9,87.6,642.6,Rainfed,15.07
Tomato,139.9,43.0,85.8,7.34,31.9,57.5,647.4,Flood,18.14
Tomato,163.6,49.7,63.6,5.85,32.8,69.0,406.3,Drip,18.57
Tomato,154.2,87.4,111.0,5.74,32.4,58.6,812.9,Drip,20.81
Tomato,141.1,54.1,73.0,6.51,29.8,62.6,898.7,Rainfed,15.64
Tomato,113.6,49.9,110.2,6.14,27.3,58.9,639.3,Flood,18.5
Tomato,136.8,48.0,91.5,6.17,24.4,81.1,473.9,Drip,22.55
Tomato,167.9,88.1,52.7,6.42,20.6,75.5,690.7,Rainfed,15.32
Tomato,155.8,67.3,110.8,6.25,23.8,85.8,1043.9,Flood,16.41
Tomato,155.2,44.1,59.9,6.89,21.2,88.1,674.0,Sprinkler,20.67
Tomato,97.0,89.7,78.9,6.02,27.4,53.6,1059.4,Sprinkler,18.78
Tomato,109.0,101.7,63.7,5.77,16.6,68.6,419.8,Sprinkler,16.43
Tomato,92.2,89.3,101.6,7.35,22.6,89.3,774.6,Rainfed,14.2
Tomato,127.6,79.1,113.1,6.76,18.3,23.0,71.0,Rainfed,10.43
Tomato,106.5,88.6,86.9,5.82,26.5,55.2,771.6,Flood,18.02
Tomato,82.9,61.0,107.8,6.27,24.1,50.8,859.3,Flood,18.23
Tomato,166.5,97.5,137.0,7.25,25.8,78.6,1054.6,Sprinkler,16.9
Tomato,167.0,77.3,64.8,5.98,18.1,69.1,705.7,Sprinkler,19.25
Tomato,160.4,48.6,103.4,6.87,29.9,70.1,502.0,Sprinkler,19.1
Tomato,116.7,74.8,105.4,7.22,32.4,68.5,423.8,Flood,18.75
Tomato,140.6,96.8,133.8,7.39,30.6,85.6,395.8,Flood,14.76
Tomato,119.8,84.6,117.0,6.39,23.9,76.6,585.2,Rainfed,16.25
Tomato,88.2,60.4,73.5,7.21,19.5,82.3,931.7,Sprinkler,18.46
Tomato,20.6,25.7,34.7,6.07,21.3,60.7,752.9,Sprinkler,16.14
Tomato,166.9,72.7,81.8,6.45,22.0,58.5,805.3,Sprinkler,20.99
Tomato,85.7,91.1,66.2,5.91,27.2,65.9,403.1,Sprinkler,18.62
Tomato,94.9,81.0,128.2,6.86,30.6,70.9,876.9,Flood,18.03
Tomato,163.8,68.8,129.7,6.82,31.7,51.6,833.7,Flood,17.43
Tomato,104.1,67.2,100.5,6.63,16.7,53.9,432.3,Drip,20.94
Tomato,91.4,58.6,79.6,6.03,38.3,73.9,552.4,Sprinkler,18.12
Tomato,125.2,75.5,55.5,6.9,20.9,50.8,407.8,Rainfed,12.27
Tomato,159.8,101.0,133.1,7.29,32.1,61.6,469.1,Sprinkler,16.34
Tomato,130.5,95.1,104.0,6.73,23.9,68.5,1047.2,Drip,21.42
Tomato,139.5,68.9,75.6,6.22,20.2,63.8,987.6,Sprinkler,18.85
Tomato,91.1,73.9,61.9,6.65,37.7,62.3,598.4,Rainfed,13.7
Tomato,106.4,69.6,122.2,6.15,21.6,83.8,714.8,Flood,18.05
Tomato,121.9,86.7,93.2,6.06,38.5,57.7,577.0,Sprinkler,17.81
Tomato,13.4,14.1,36.0,6.35,20.2,71.5,683.7,Rainfed,13.42
Tomato,16.2,22.4,15.0,6.96,31.6,56.3,896.9,Sprinkler,15.04
Tomato,139.9,42.9,74.1,7.33,27.6,89.3,472.3,Drip,19.84
Tomato,119.1,81.7,78.1,5.84,28.8,68.4,760.7,Sprinkler,19.64
Tomato,130.1,98.8,95.4,6.23,22.4,70.9,741.6,Flood,19.17
Tomato,141.5,71.9,137.3,6.43,17.9,82.9,512.8,Flood,16.79
Tomato,12.4,18.5,15.4,7.07,25.8,77.8,759.2,Drip,17.72
Tomato,127.0,71.2,113.5,6.08,30.2,67.2,451.7,Drip,22.13
Tomato,90.5,53.7,77.1,6.11,30.5,80.6,886.9,Rainfed,14.9
Tomato,167.4,96.0,125.9,6.91,16.0,67.2,817.7,Sprinkler,18.48
Tomato,155.1,79.0,52.9,6.36,20.1,63.6,804.5,Drip,21.3
Tomato,79.4,94.3,84.4,5.91,26.2,88.1,750.6,Flood,17.64
Tomato,153.2,47.0,115.5,7.41,28.6,83.5,709.6,Drip,20.92
Tomato,170.0,92.5,137.4,6.33,32.1,63.2,445.0,Sprinkler,18.63
Tomato,165.0,72.5,131.7,5.84,30.9,80.4,878.4,Sprinkler,17.71
Tomato,129.5,52.1,56.6,6.36,32.8,71.2,937.6,Sprinkler,19.47
Tomato,112.0,46.0,118.9,6.97,25.5,63.1,495.6,Sprinkler,20.75
Tomato,128.3,49.1,111.5,7.02,16.2,60.8,426.3,Rainfed,11.54
Tomato,121.2,70.7,134.9,6.89,19.0,67.9,917.4,Sprinkler,19.24
Tomato,156.4,87.4,124.9,7.36,30.1,60.5,565.5,Sprinkler,18.1
Tomato,100.4,88.4,54.0,7.01,30.8,52.6,404.5,Drip,20.26
Tomato,137.4,64.3,94.4,6.85,18.1,59.2,1001.2,Drip,20.05
Tomato,100.6,45.0,94.5,7.31,30.7,60.1,1015.2,Sprinkler,19.52
Tomato,102.7,87.3,98.6,7.05,22.6,40.7,99.2,Rainfed,9.57
Tomato,164.0,48.1,133.0,6.53,33.9,71.6,905.4,Drip,20.37
Tomato,91.7,68.1,87.5,5.89,24.0,82.3,576.1,Sprinkler,20.63
Tomato,79.5,78.6,115.7,7.07,28.9,79.1,402.5,Sprinkler,18.4
Tomato,114.7,87.6,106.0,5.16,31.0,69.4,789.6,Rainfed,13.89
Tomato,124.0,86.5,127.1,5.76,25.8,89.6,717.3,Flood,18.64
Tomato,117.9,72.2,58.1,5.78,24.4,83.7,1030.6,Flood,16.55
Tomato,147.0,85.3,117.9,6.61,24.2,56.4,967.5,Drip,21.9
Tomato,152.0,65.0,113.1,7.38,25.7,68.5,758.2,Drip,20.97
Tomato,153.0,85.5,102.3,7.45,21.4,61.3,534.3,Flood,17.38
Tomato,110.0,44.9,73.1,6.75,30.6,81.1,489.2,Drip,22.37
Tomato,83.8,66.5,59.2,6.72,22.5,58.1,788.5,Sprinkler,20.82
Tomato,102.8,53.9,57.5,6.65,31.0,60.0,691.7,Drip,22.05
Tomato,78.0,98.1,109.9,6.3,31.9,57.3,416.7,Rainfed,10.41
Tomato,170.6,88.5,60.2,7.23,18.7,77.7,720.3,Flood,16.61
Tomato,153.7,93.4,124.7,6.44,32.0,78.8,964.1,Rainfed,13.46
Tomato,84.8,75.5,125.7,5.73,32.9,89.1,592.0,Flood,15.92
Tomato,118.9,84.4,72.8,6.81,29.0,61.1,818.2,Rainfed,15.86
Tomato,127.6,79.0,52.2,6.64,26.4,76.8,482.0,Drip,23.1
Tomato,92.6,67.9,72.8,6.68,33.8,84.1,554.0,Sprinkler,20.01
Tomato,128.7,42.8,137.9,7.07,20.4,77.4,571.2,Drip,20.85
Tomato,135.4,48.0,96.1,6.63,27.3,59.8,374.9,Drip,22.96
Tomato,96.0,84.4,59.5,6.04,25.2,78.3,978.2,Flood,16.49
Tomato,139.5,71.0,117.9,6.01,29.5,28.4,134.6,Rainfed,9.22
Tomato,86.4,52.1,128.6,5.91,22.9,79.3,929.9,Rainfed,14.55
Tomato,157.6,100.4,99.2,6.32,29.7,56.5,409.1,Flood,16.66
Tomato,100.7,68.8,116.0,6.41,38.8,55.4,770.0,Rainfed,14.85
Tomato,144.3,55.9,75.7,7.19,20.2,76.6,776.3,Rainfed,14.29
Tomato,101.2,76.5,89.6,6.46,22.2,43.7,116.1,Rainfed,11.11
Soybean,61.1,78.6,72.7,5.92,32.4,58.4,1104.6,Flood,1.14
Soybean,25.4,84.2,30.9,7.62,22.7,68.0,536.1,Drip,1.44
Soybean,41.7,42.5,69.3,5.72,31.2,63.8,869.6,Drip,1.66
Soybean,35.6,52.8,45.7,7.04,36.3,72.5,1027.6,Sprinkler,1.63
Soybean,35.3,73.7,56.0,6.88,23.6,65.3,676.0,Rainfed,1.28
Soybean,61.8,72.7,41.7,5.9,27.2,79.4,1150.7,Sprinkler,1.44
Soybean,48.6,84.6,45.8,6.7,29.6,80.1,1088.6,Drip,1.71
Soybean,59.3,92.9,64.1,6.14,30.4,49.0,1173.0,Drip,1.52
Soybean,46.9,85.4,52.7,5.83,30.0,60.3,702.6,Rainfed,1.25
Soybean,53.6,84.1,57.9,7.8,25.8,73.2,1094.2,Sprinkler,1.46
Soybean,62.0,44.3,42.0,6.72,18.0,81.0,674.7,Drip,1.57
Soybean,55.8,86.3,64.0,5.89,19.4,57.3,469.5,Sprinkler,1.35
Soybean,44.6,59.0,49.4,6.4,21.3,71.0,992.2,Flood,1.46
Soybean,23.6,48.6,65.5,6.19,24.0,50.8,600.0,Flood,1.36
Soybean,40.1,50.9,58.9,7.23,24.1,76.4,636.7,Flood,1.44
Soybean,26.4,51.9,42.0,6.57,33.4,52.8,1236.8,Flood,1.27
Soybean,60.3,84.1,64.3,6.62,26.7,82.3,750.2,Drip,1.77
Soybean,24.4,76.8,37.7,7.6,19.9,78.7,512.6,Drip,1.58
Soybean,13.0,12.0,7.3,6.11,27.6,67.1,816.7,Sprinkler,1.36
Soybean,58.8,46.0,66.9,7.34,33.3,57.5,1187.6,Sprinkler,1.3
Soybean,39.1,66.1,52.4,6.45,31.5,70.3,1005.6,Drip,1.79
Soybean,35.9,58.9,57.0,6.34,39.1,53.3,743.0,Sprinkler,1.52
Soybean,27.8,97.3,40.4,7.13,21.9,67.0,756.8,Rainfed,1.28
Soybean,62.8,48.1,66.6,6.5,28.1,60.0,768.9,Drip,1.6
Soybean,44.2,53.0,52.2,7.74,30.1,64.2,1191.2,Sprinkler,1.44
Soybean,43.7,72.3,55.8,6.21,39.3,65.3,721.3,Flood,1.3
Soybean,29.1,96.6,44.1,6.99,19.3,58.8,1097.9,Sprinkler,1.45
Soybean,62.5,67.6,53.3,7.45,21.8,79.5,925.4,Flood,1.38
Soybean,11.6,25.1,11.6,6.41,32.4,73.0,1042.8,Rainfed,0.9
Soybean,48.9,66.7,68.1,5.99,32.4,46.0,1057.6,Sprinkler,1.47
Soybean,38.6,90.3,40.9,6.28,23.1,76.0,846.1,Sprinkler,1.65
Soybean,54.5,62.4,33.7,6.99,20.4,32.1,96.2,Rainfed,0.77
Soybean,22.0,45.4,26.3,7.0,27.5,54.3,970.2,Flood,1.41
Soybean,22.7,63.2,50.5,7.24,22.9,84.3,1001.3,Sprinkler,1.5
Soybean,13.6,22.7,12.7,6.54,30.5,78.1,984.9,Sprinkler,1.39
Soybean,56.3,96.4,55.4,6.0,24.5,45.4,934.2,Flood,1.3
Soybean,54.3,86.7,67.4,6.26,32.8,71.2,677.6,Rainfed,1.11
Soybean,32.2,65.5,34.6,6.79,26.4,53.5,991.7,Drip,1.87
Soybean,36.7,69.3,56.5,6.96,38.0,60.4,931.5,Rainfed,1.22
Soybean,55.0,61.7,43.5,6.23,37.4,62.7,692.2,Flood,1.26
Soybean,23.1,59.1,42.0,5.89,28.5,58.9,955.9,Drip,1.71
Soybean,45.8,51.2,48.5,4.78,29.9,64.1,1026.7,Drip,1.57
Soybean,28.4,62.4,29.0,5.99,29.3,72.7,995.1,Sprinkler,1.49
Soybean,31.6,48.0,52.5,6.36,26.9,53.2,1127.3,Rainfed,1.21
Soybean,56.6,90.7,74.6,6.42,30.9,54.2,952.3,Flood,1.26
Soybean,38.9,54.5,52.2,7.51,34.4,74.9,444.6,Drip,1.61
Soybean,36.5,61.8,34.0,7.32,28.0,73.9,735.8,Rainfed,1.17
Soybean,46.9,69.7,66.8,7.59,26.0,54.6,1215.1,Flood,1.27
Soybean,52.6,46.7,28.8,6.02,20.5,61.8,569.1,Flood,1.16
Soybean,53.8,64.6,44.4,7.32,25.6,75.7,564.2,Rainfed,1.25
Soybean,61.3,56.5,38.6,7.02,33.7,52.9,1195.8,Flood,1.29
Soybean,10.8,5.6,14.1,6.28,29.9,73.9,668.3,Drip,1.41
Soybean,30.9,92.9,51.8,6.33,31.2,57.5,1229.9,Rainfed,1.04
Soybean,42.9,89.5,34.6,5.92,19.3,65.3,1165.5,Drip,1.52
Soybean,42.6,81.6,44.4,7.47,38.2,72.7,702.7,Sprinkler,1.56
Soybean,40.1,50.1,58.4,7.72,29.9,77.1,786.7,Drip,1.78
Soybean,12.6,12.6,15.7,7.24,25.4,71.8,773.6,Flood,1.21
Soybean,36.9,92.2,50.3,6.64,31.9,47.0,510.9,Drip,1.73
Soybean,43.3,90.9,50.1,6.17,31.7,56.8,1207.3,Drip,1.58
Soybean,12.3,13.0,15.6,7.31,20.1,69.6,893.0,Flood,1.06
Soybean,51.1,79.8,44.9,5.99,26.5,80.6,824.4,Drip,1.74
Soybean,58.8,52.3,51.9,7.2,24.7,46.6,626.8,Rainfed,1.22
Soybean,55.5,73.2,72.0,7.61,26.2,57.7,933.4,Flood,1.42
Soybean,28.7,58.4,63.1,6.46,20.3,51.9,937.7,Rainfed,1.16
Soybean,37.3,51.0,50.0,6.4,24.4,55.4,491.5,Flood,1.49
Soybean,62.6,95.7,38.9,6.51,30.8,76.1,1186.8,Flood,1.26
Soybean,37.1,65.7,67.4,7.76,18.9,68.2,866.4,Sprinkler,1.5
Soybean,39.9,62.2,46.7,5.85,19.9,69.9,1000.9,Sprinkler,1.59
Soybean,60.9,90.0,46.1,6.16,23.3,68.5,1142.1,Flood,1.38
Soybean,62.1,87.6,64.0,6.79,23.6,45.8,475.6,Drip,1.63
Soybean,26.1,50.4,49.3,6.71,33.6,47.9,1224.9,Drip,1.58
Soybean,34.5,76.3,60.5,5.72,18.6,84.5,815.2,Rainfed,1.16
Soybean,36.9,50.8,73.7,6.93,21.3,72.3,515.5,Flood,1.35
Soybean,12.2,28.8,11.0,6.8,30.5,71.7,859.8,Drip,1.51
Soybean,31.9,71.2,40.1,6.25,31.2,80.6,851.9,Flood,1.47
Soybean,41.9,49.0,61.7,7.46,28.8,51.8,501.1,Drip,1.57
Soybean,46.1,69.7,61.1,6.17,29.3,54.4,580.5,Rainfed,1.16
Soybean,29.6,42.9,62.9,6.03,34.0,68.7,511.3,Drip,1.48
Soybean,35.5,71.9,64.9,7.36,29.9,80.4,603.5,Drip,1.66
Soybean,52.5,64.4,31.9,7.13,31.9,45.5,901.3,Sprinkler,1.6
Soybean,28.0,52.9,61.2,6.83,34.7,54.7,1224.7,Sprinkler,1.4
Soybean,56.2,83.8,57.8,6.06,19.8,45.0,523.5,Flood,1.24
Soybean,31.3,86.4,35.3,6.22,21.8,47.1,599.1,Sprinkler,1.41
Soybean,37.1,96.1,65.3,7.66,27.5,72.1,576.7,Flood,1.3
Soybean,11.1,22.1,7.5,7.26,23.5,61.8,699.0,Sprinkler,1.34
Soybean,38.8,79.6,45.6,6.85,28.0,55.7,718.6,Drip,1.97
Soybean,53.0,52.6,43.3,6.58,23.7,76.9,1034.8,Flood,1.43
Soybean,51.6,80.1,68.3,7.32,20.0,82.1,1000.1,Drip,1.62
Soybean,36.3,87.0,72.6,6.24,32.6,75.9,990.4,Sprinkler,1.47
Soybean,38.7,53.4,56.8,6.57,37.1,64.5,1012.9,Sprinkler,1.46
Soybean,52.2,48.1,27.3,6.37,21.7,73.5,809.6,Sprinkler,1.54
Soybean,56.6,66.3,29.6,6.8,27.8,65.5,651.6,Drip,1.83
Soybean,28.2,79.3,55.8,7.03,21.8,54.9,1085.7,Flood,1.35
Soybean,52.3,96.3,74.2,7.8,33.1,70.6,445.7,Flood,1.18
Soybean,13.1,6.2,17.9,6.24,29.3,66.0,697.2,Flood,1.31
Soybean,37.8,48.1,41.5,6.57,22.6,66.2,690.0,Drip,1.81
Soybean,39.0,81.4,41.1,6.87,23.9,72.6,601.1,Rainfed,1.29
Soybean,14.9,18.1,7.4,6.48,30.7,60.5,911.8,Drip,1.42
Soybean,24.2,97.1,37.8,5.84,23.6,83.8,1090.2,Sprinkler,1.33
Soybean,51.4,75.8,41.0,6.59,40.0,76.8,639.4,Drip,1.5
Soybean,27.6,43.9,49.9,5.97,34.7,45.4,482.0,Flood,1.24
Soybean,24.2,43.1,39.4,6.69,18.0,68.2,713.6,Sprinkler,1.49
Soybean,43.5,55.2,32.1,7.57,24.6,48.1,628.9,Drip,1.56
Soybean,28.8,77.2,35.5,6.85,27.4,48.0,814.3,Sprinkler,1.66
Soybean,32.9,54.9,25.8,5.7,28.0,56.7,577.7,Flood,1.36
Soybean,51.8,49.5,58.3,7.16,31.0,55.5,965.0,Sprinkler,1.52
Soybean,49.1,47.3,57.2,6.97,21.6,77.7,1157.0,Drip,1.62
Soybean,39.2,84.5,73.3,6.7,18.1,68.9,976.3,Flood,1.35
Soybean,10.4,23.3,7.8,6.67,32.7,74.6,973.3,Rainfed,0.97
Soybean,42.7,59.9,33.9,4.68,24.6,67.5,829.3,Sprinkler,1.47
Soybean,38.2,78.4,41.0,4.53,26.4,75.9,877.8,Sprinkler,1.49
Soybean,31.0,61.0,36.7,7.69,20.9,74.3,641.5,Sprinkler,1.48
Soybean,25.5,91.2,72.1,7.17,18.2,77.8,1163.5,Rainfed,0.99
Soybean,41.6,62.0,56.4,7.32,28.8,78.1,584.6,Sprinkler,1.67
Soybean,29.4,67.0,72.2,6.83,22.9,59.2,942.7,Sprinkler,1.5
Soybean,50.9,74.8,30.1,7.74,18.8,48.3,1015.1,Flood,1.26
Soybean,26.5,71.6,54.9,4.37,31.1,63.6,1049.2,Rainfed,1.07
Soybean,41.0,81.1,30.6,6.26,31.9,65.2,1184.6,Drip,1.58
Soybean,36.2,65.9,74.1,6.35,26.8,66.4,1072.1,Sprinkler,1.65
Soybean,37.3,74.9,61.8,5.01,26.6,70.4,756.8,Flood,1.4
Soybean,48.3,78.5,50.7,6.87,29.7,77.2,760.6,Rainfed,1.24
Soybean,45.5,68.7,67.8,6.27,18.2,57.9,448.0,Sprinkler,1.41
Soybean,55.4,86.6,46.9,6.15,25.2,70.7,596.0,Flood,1.41
Soybean,56.8,76.5,52.8,7.13,31.8,70.8,1093.7,Drip,1.59
Soybean,30.9,86.6,29.7,7.37,24.6,48.2,788.0,Drip,1.69
Soybean,57.5,65.0,48.7,7.48,19.5,60.6,770.3,Sprinkler,1.65
Soybean,39.6,66.0,42.2,7.23,21.4,30.4,122.8,Rainfed,0.87
Soybean,43.5,56.1,32.6,6.64,37.3,60.8,679.9,Flood,1.38
Soybean,40.9,80.3,55.2,5.96,29.2,69.4,875.6,Sprinkler,1.7
Soybean,50.7,83.6,46.6,7.46,25.4,56.5,807.0,Rainfed,1.21
Soybean,40.5,73.8,46.0,6.8,34.2,65.0,647.6,Flood,1.54
Soybean,11.9,17.5,11.9,7.16,27.2,67.8,716.5,Rainfed,1.01
Soybean,47.5,86.7,57.2,6.05,29.4,60.7,819.8,Rainfed,1.27
Soybean,25.2,67.6,54.9,6.56,24.6,77.8,464.3,Drip,1.61
Soybean,59.9,65.3,69.3,6.12,21.8,78.8,1180.7,Drip,1.53
Soybean,40.4,74.8,69.3,5.89,29.8,82.1,614.9,Flood,1.34
Soybean,21.9,55.3,55.3,6.76,27.0,54.3,993.5,Drip,1.67
Soybean,25.0,53.9,35.4,5.93,21.5,69.3,1040.4,Flood,1.2
Soybean,23.5,95.5,33.8,7.1,33.5,72.9,618.8,Drip,1.56
Soybean,51.7,43.1,65.8,7.25,20.4,58.9,963.6,Sprinkler,1.42
Soybean,48.4,55.5,36.0,5.0,28.0,68.1,789.7,Flood,1.34
Soybean,52.0,69.4,46.2,6.43,19.5,53.2,964.1,Sprinkler,1.52
Soybean,26.6,67.9,63.8,6.46,29.4,72.4,752.4,Rainfed,1.19
